student_id,class,gender,state,socioeconomic_score,family_income_category,distance_from_school_km,num_siblings,parents_education,is_first_gen_learner,has_elder_sibling_dropped,child_labour_involved,seasonal_migration,health_issues,prev_year_attendance,current_attendance,midterm_score,final_score_prev_year,score_trend,failed_prev_year,repeated_class,teacher_student_ratio,school_has_midday_meal,school_has_toilet,dropout_risk_score,dropout_risk_label,dropout
STU1049,10,Male,UP,1.67,Below Poverty Line,6.3,0,Graduate,0,0,0,0,1,38.3,32.2,50.4,55.6,-5.2,0,0,57,1,1,49.75,Medium,0
STU1050,6,Male,Rajasthan,2.17,Below Poverty Line,6.6,3,Primary,0,0,0,0,0,88.0,78.7,59.1,57.6,1.4,0,0,30,0,1,20.9,Low,0
STU1051,10,Male,UP,1.63,Below Poverty Line,2.5,4,Illiterate,1,0,1,1,0,67.2,50.8,31.7,60.1,-28.5,0,0,59,1,1,69.93,High,1
STU1052,8,Male,Odisha,4.43,Low Income,0.8,5,Illiterate,1,1,0,1,0,67.2,70.6,69.6,66.2,3.4,0,0,40,1,1,44.9,Medium,0
STU1053,10,Male,UP,1.95,Below Poverty Line,4.2,4,Secondary,0,0,0,0,0,78.7,91.4,39.2,77.9,-38.7,0,0,58,0,1,28.96,Low,0
STU1054,9,Male,Telangana,4.38,Low Income,19.7,4,Secondary,0,0,0,0,0,46.2,50.8,50.5,19.5,31.0,1,1,60,0,0,67.47,High,1
STU1055,10,Female,Bihar,0.26,Below Poverty Line,3.9,0,Illiterate,1,1,0,0,0,58.9,46.7,61.0,76.9,-16.0,0,0,39,1,1,62.2,Medium,0
STU1056,7,Female,MP,6.47,Middle Income,0.5,0,Primary,0,1,0,0,0,42.0,36.5,38.3,28.9,9.4,1,1,64,1,0,61.79,Medium,0
STU1057,9,Female,Bihar,2.57,Below Poverty Line,0.5,2,Secondary,0,0,1,0,0,71.2,81.6,19.6,63.2,-43.6,0,0,58,1,1,47.62,Medium,0
STU1058,7,Male,UP,4.48,Low Income,1.5,2,Secondary,1,1,0,0,1,65.1,48.3,48.1,98.0,-49.9,0,0,31,1,1,45.41,Medium,0
STU1059,8,Male,Rajasthan,0.26,Below Poverty Line,0.9,1,Secondary,0,0,1,1,0,91.8,94.7,29.2,57.3,-28.0,0,0,30,0,1,53.87,Medium,0
STU1060,8,Female,UP,0.62,Below Poverty Line,6.7,1,Primary,0,0,0,0,0,91.0,71.6,67.8,61.1,6.8,0,0,61,1,1,43.75,Medium,0
STU1061,10,Male,Assam,6.86,Middle Income,7.5,5,Graduate,1,0,0,1,0,52.7,64.6,34.2,52.7,-18.5,0,0,53,1,1,39.53,Low,0
STU1062,10,Male,Assam,1.39,Below Poverty Line,1.2,2,Primary,0,1,0,0,0,61.4,52.1,81.7,69.3,12.4,0,0,31,1,1,36.34,Low,0
STU1063,9,Female,Rajasthan,3.9,Low Income,1.6,0,Illiterate,1,1,0,0,0,68.3,85.6,54.9,64.2,-9.3,0,0,32,1,1,31.49,Low,0
STU1064,7,Female,UP,5.34,Low Income,1.1,3,Secondary,0,0,0,1,0,54.2,66.5,56.1,46.5,9.6,0,0,38,1,1,36.14,Low,0
STU1065,7,Female,MP,1.48,Below Poverty Line,9.6,2,Primary,0,1,0,0,0,62.3,56.2,19.3,56.1,-36.7,0,0,53,1,1,56.93,Medium,0
STU1066,9,Male,Telangana,8.46,Middle Income,2.8,0,Secondary,0,0,0,1,0,15.7,10.0,57.6,39.0,18.6,0,0,41,1,0,42.06,Medium,0
STU1067,6,Male,Bihar,1.73,Below Poverty Line,4.3,2,Illiterate,1,1,0,0,0,94.1,91.0,53.6,56.0,-2.4,0,0,63,1,1,40.78,Medium,0
STU1068,6,Female,UP,2.86,Below Poverty Line,2.1,4,Secondary,0,0,1,1,0,53.2,46.4,31.6,50.9,-19.3,0,0,63,1,1,63.31,Medium,0
STU1069,7,Male,Assam,1.19,Below Poverty Line,4.0,2,Illiterate,1,0,0,0,0,84.3,75.3,56.6,60.3,-3.8,0,0,52,1,1,37.24,Low,0
STU1070,7,Female,Telangana,6.65,Middle Income,2.0,5,Secondary,1,0,0,0,1,19.0,10.0,47.8,45.9,1.9,0,0,48,1,0,46.48,Medium,0
STU1071,7,Female,Rajasthan,3.13,Low Income,1.7,4,Illiterate,1,1,1,0,0,71.3,61.1,51.1,54.4,-3.3,0,0,61,1,0,59.17,Medium,0
STU1072,6,Female,Odisha,2.79,Below Poverty Line,4.0,0,Primary,0,0,0,0,0,42.6,26.5,55.5,58.1,-2.7,0,0,57,1,1,46.08,Medium,0
STU1073,6,Male,Bihar,1.12,Below Poverty Line,3.6,4,Secondary,0,1,0,0,0,35.7,36.2,46.5,59.3,-12.8,0,0,55,1,1,66.47,High,1
STU1074,6,Male,Telangana,3.52,Low Income,1.4,2,Primary,1,0,0,0,1,72.2,77.1,59.4,62.7,-3.2,0,0,41,1,1,17.1,Low,0
STU1075,10,Female,Assam,1.11,Below Poverty Line,0.6,4,Illiterate,1,1,0,0,0,64.7,67.1,53.4,55.0,-1.6,0,0,60,0,1,41.33,Medium,0
STU1076,7,Female,Rajasthan,1.14,Below Poverty Line,1.8,5,Primary,1,0,1,0,0,56.3,54.7,63.5,44.6,18.9,0,0,40,0,1,65.64,High,1
STU1077,7,Female,Rajasthan,1.7,Below Poverty Line,2.1,3,Secondary,0,0,1,0,0,39.1,25.6,45.5,59.4,-13.9,0,0,33,1,1,52.41,Medium,0
STU1078,9,Male,UP,0.45,Below Poverty Line,4.0,4,Primary,0,0,0,1,1,68.1,65.2,35.8,55.0,-19.1,0,0,47,1,1,67.23,High,1
STU1079,6,Male,Bihar,1.09,Below Poverty Line,9.8,5,Illiterate,1,1,0,0,0,30.7,33.6,42.2,75.4,-33.2,0,0,58,0,0,80.45,High,1
STU1080,10,Female,Bihar,3.31,Low Income,0.5,4,Illiterate,1,0,1,0,0,65.5,54.6,81.0,77.6,3.4,0,0,60,1,1,52.78,Medium,0
STU1081,9,Female,Telangana,3.24,Low Income,1.1,1,Graduate,1,0,0,0,1,95.2,91.4,72.2,34.7,37.5,1,0,57,1,1,24.0,Low,0
STU1082,6,Female,Telangana,1.24,Below Poverty Line,0.9,3,Primary,1,1,1,0,0,43.4,37.0,76.8,68.5,8.3,0,0,56,0,1,65.8,High,1
STU1083,7,Male,Odisha,4.06,Low Income,2.8,0,Illiterate,1,1,0,0,0,56.1,67.7,78.1,71.9,6.2,0,0,59,0,1,35.22,Low,0
STU1084,10,Female,UP,4.52,Low Income,2.2,5,Secondary,0,0,0,0,1,63.1,66.6,46.6,35.1,11.5,0,0,40,1,1,46.66,Medium,0
STU1085,10,Female,UP,4.78,Low Income,5.2,4,Secondary,0,1,0,0,1,67.1,68.2,60.3,67.9,-7.5,0,0,43,0,1,46.67,Medium,0
STU1086,7,Female,Rajasthan,5.48,Low Income,1.1,3,Illiterate,1,1,1,0,0,56.6,34.5,56.4,73.2,-16.9,0,0,33,1,1,71.94,High,1
STU1087,8,Male,Odisha,2.43,Below Poverty Line,3.6,0,Graduate,0,0,0,0,0,38.8,35.5,66.9,41.9,25.0,0,0,30,1,1,39.43,Low,0
STU1088,6,Male,Telangana,1.89,Below Poverty Line,8.6,3,Primary,0,0,0,0,0,60.4,53.9,49.8,54.0,-4.2,0,0,62,1,1,45.86,Medium,0
STU1089,10,Female,Rajasthan,2.83,Below Poverty Line,9.7,5,Primary,1,1,1,1,0,51.4,44.8,56.7,61.2,-4.5,0,0,50,1,1,82.11,High,1
STU1090,6,Male,Telangana,3.5,Low Income,12.8,1,Primary,0,1,0,0,0,86.4,65.8,56.3,67.7,-11.4,0,0,53,1,1,40.93,Medium,0
STU1091,10,Male,Telangana,4.74,Low Income,5.9,5,Secondary,1,0,0,0,0,66.9,51.0,64.6,41.2,23.4,0,0,42,1,1,29.32,Low,0
STU1092,8,Female,Telangana,0.68,Below Poverty Line,9.5,5,Illiterate,1,0,0,0,0,29.4,23.7,66.8,77.7,-10.9,0,0,63,1,1,62.49,Medium,0
STU1093,8,Male,Odisha,3.98,Low Income,1.1,0,Illiterate,1,0,0,0,0,80.8,86.9,56.7,23.5,33.2,1,1,58,1,1,35.18,Low,0
STU1094,8,Female,Telangana,2.45,Below Poverty Line,0.9,0,Illiterate,1,0,0,0,0,62.9,52.0,57.2,80.5,-23.3,0,0,34,0,1,36.95,Low,0
STU1095,6,Male,Telangana,2.74,Below Poverty Line,0.5,4,Secondary,0,0,0,0,0,70.4,61.4,59.1,67.4,-8.3,0,0,49,1,0,27.9,Low,0
STU1096,6,Female,Bihar,2.94,Below Poverty Line,4.9,2,Primary,0,0,0,0,0,53.0,65.8,84.6,47.4,37.2,0,0,58,1,1,26.56,Low,0
STU1097,6,Female,Jharkhand,1.7,Below Poverty Line,11.1,5,Primary,0,1,0,1,0,54.7,46.7,23.9,72.7,-48.8,0,0,40,1,0,80.72,High,1
STU1098,6,Male,UP,3.32,Low Income,0.8,0,Illiterate,1,1,0,0,0,56.1,49.8,37.5,40.2,-2.6,0,0,37,0,1,56.93,Medium,0
STU1099,9,Male,Bihar,3.75,Low Income,4.1,5,Secondary,1,0,1,0,0,51.9,45.7,67.1,60.0,7.2,0,0,57,1,1,48.41,Medium,0
STU1100,7,Male,Telangana,3.61,Low Income,5.5,5,Secondary,0,0,1,0,1,59.4,40.9,59.9,62.1,-2.2,0,0,47,1,1,58.88,Medium,0
STU1101,6,Male,Bihar,2.13,Below Poverty Line,10.5,0,Primary,1,0,0,0,0,48.0,48.7,59.7,62.0,-2.3,0,0,59,1,1,37.95,Low,0
STU1102,10,Female,Rajasthan,2.45,Below Poverty Line,4.2,1,Secondary,0,0,0,0,1,95.1,83.6,67.0,43.7,23.3,0,0,43,1,0,28.42,Low,0
STU1103,10,Female,Rajasthan,0.53,Below Poverty Line,14.1,1,Primary,0,1,0,0,0,43.0,37.7,58.9,49.6,9.3,0,0,38,1,1,64.02,Medium,0
STU1104,10,Male,UP,1.59,Below Poverty Line,1.7,5,Secondary,0,1,0,0,0,35.9,35.3,44.9,60.2,-15.2,0,0,39,0,1,66.31,High,1
STU1105,10,Male,UP,0.91,Below Poverty Line,1.7,1,Illiterate,1,0,0,0,0,54.3,68.7,66.3,45.6,20.7,0,0,54,0,1,37.84,Low,0
STU1106,6,Male,Telangana,4.7,Low Income,3.1,5,Primary,0,0,0,1,0,67.7,49.5,55.4,62.6,-7.2,0,0,56,1,1,35.1,Low,0
STU1107,7,Female,Bihar,1.92,Below Poverty Line,1.9,4,Graduate,0,0,0,1,0,39.6,43.3,46.9,47.6,-0.6,0,0,31,1,1,57.77,Medium,0
STU1108,9,Male,Telangana,3.31,Low Income,0.5,0,Graduate,0,0,0,1,0,37.4,41.1,67.4,75.0,-7.6,0,0,32,1,1,33.16,Low,0
STU1109,9,Female,Odisha,3.05,Low Income,5.3,5,Illiterate,1,0,0,0,0,25.3,13.9,66.7,84.6,-17.8,0,0,58,0,1,56.99,Medium,0
STU1110,6,Female,Assam,2.62,Below Poverty Line,5.6,1,Primary,1,1,0,0,0,15.4,16.4,58.9,52.9,5.9,0,0,56,1,1,57.74,Medium,0
STU1111,9,Female,Assam,1.22,Below Poverty Line,5.5,1,Illiterate,1,1,0,0,1,57.6,69.0,85.9,73.6,12.3,0,0,33,1,1,53.56,Medium,0
STU1112,6,Male,Jharkhand,2.33,Below Poverty Line,1.7,3,Secondary,0,0,0,0,0,36.2,23.6,78.9,54.4,24.5,0,0,64,1,0,37.0,Low,0
STU1113,6,Female,Rajasthan,5.51,Low Income,3.0,3,Primary,1,1,0,0,1,65.8,63.2,73.0,42.1,31.0,0,0,56,1,1,29.41,Low,0
STU1114,8,Male,MP,4.67,Low Income,1.8,1,Primary,0,1,0,1,1,69.7,68.8,100.0,50.8,49.2,0,0,48,1,1,23.7,Low,0
STU1115,8,Male,UP,5.98,Low Income,0.5,4,Illiterate,1,1,0,0,0,44.5,44.8,52.4,59.5,-7.1,0,0,39,1,1,45.0,Medium,0
STU1116,8,Female,MP,6.41,Middle Income,3.3,2,Graduate,0,1,0,0,0,58.8,61.5,46.6,27.6,19.0,1,1,55,1,1,45.72,Medium,0
STU1117,6,Female,Bihar,2.78,Below Poverty Line,0.5,5,Primary,1,0,0,0,0,49.4,46.1,70.5,68.6,1.9,0,0,36,1,1,36.48,Low,0
STU1118,10,Male,Bihar,4.95,Low Income,0.5,3,Illiterate,1,0,1,0,1,73.2,73.3,50.5,59.5,-9.0,0,0,56,1,1,44.04,Medium,0
STU1119,7,Male,Odisha,2.37,Below Poverty Line,5.6,5,Primary,0,1,0,0,0,29.5,15.4,55.2,75.0,-19.8,0,0,59,0,1,58.06,Medium,0
STU1120,6,Male,UP,3.25,Low Income,0.5,3,Illiterate,1,1,0,1,0,63.8,60.4,37.3,68.3,-31.1,0,0,41,1,1,60.76,Medium,0
STU1121,10,Male,UP,3.19,Low Income,12.8,0,Primary,0,1,0,0,0,91.1,81.3,65.9,60.0,5.9,0,0,34,1,1,38.56,Low,0
STU1122,10,Male,Assam,4.42,Low Income,2.9,0,Graduate,0,0,0,0,0,84.0,66.7,28.5,52.0,-23.4,0,0,42,1,1,31.63,Low,0
STU1123,10,Male,Telangana,5.39,Low Income,16.3,1,Secondary,0,0,1,0,0,39.9,29.8,53.3,83.9,-30.6,0,0,33,1,1,64.1,Medium,0
STU1124,9,Male,Bihar,2.92,Below Poverty Line,0.5,0,Primary,0,0,0,0,0,75.4,73.1,54.7,94.9,-40.2,0,0,31,1,1,23.86,Low,0
STU1125,8,Female,Jharkhand,3.31,Low Income,3.5,0,Secondary,0,0,0,1,0,90.8,90.1,47.2,52.2,-5.1,0,0,63,1,1,33.41,Low,0
STU1126,8,Female,Rajasthan,2.73,Below Poverty Line,1.7,2,Primary,1,0,0,0,1,66.9,49.2,23.4,75.7,-52.3,0,0,35,1,0,45.82,Medium,0
STU1127,6,Female,Rajasthan,3.27,Low Income,7.4,4,Illiterate,1,0,0,0,1,63.5,49.2,23.2,46.0,-22.7,0,0,55,1,1,68.04,High,1
STU1128,7,Male,UP,3.29,Low Income,1.8,1,Graduate,1,0,1,0,0,30.9,33.2,41.6,48.0,-6.4,0,0,40,1,1,50.97,Medium,0
STU1129,7,Female,UP,4.18,Low Income,1.2,2,Primary,0,0,0,1,1,74.3,74.4,64.7,51.4,13.3,0,0,30,1,0,24.4,Low,0
STU1130,7,Female,Jharkhand,1.62,Below Poverty Line,7.8,1,Primary,0,0,0,0,1,17.2,21.1,60.2,69.6,-9.4,0,0,63,0,1,52.65,Medium,0
STU1131,9,Female,Rajasthan,1.88,Below Poverty Line,1.9,4,Graduate,0,0,0,0,0,53.9,62.5,54.7,39.7,15.0,0,0,50,1,1,46.77,Medium,0
STU1132,8,Female,Rajasthan,5.08,Low Income,0.5,1,Illiterate,1,0,0,1,0,39.4,39.8,39.1,84.3,-45.3,0,0,39,1,0,42.57,Medium,0
STU1133,6,Female,Telangana,3.78,Low Income,2.0,5,Secondary,1,0,0,1,0,58.5,49.3,61.1,73.9,-12.8,0,0,34,0,0,48.22,Medium,0
STU1134,6,Female,Telangana,2.4,Below Poverty Line,4.3,5,Graduate,0,1,0,0,0,40.8,36.9,22.6,69.2,-46.6,0,0,55,1,1,66.55,High,1
STU1135,9,Male,Assam,6.72,Middle Income,1.2,5,Primary,1,0,0,1,1,33.9,45.5,11.9,53.0,-41.1,0,0,48,1,0,49.17,Medium,0
STU1136,6,Female,Bihar,0.44,Below Poverty Line,2.3,0,Illiterate,1,0,0,0,1,67.0,89.6,50.6,72.1,-21.5,0,0,50,1,1,38.92,Low,0
STU1137,10,Female,Rajasthan,3.02,Low Income,0.5,4,Primary,0,1,0,0,1,54.7,54.3,45.2,8.4,36.8,1,0,63,1,1,54.14,Medium,0
STU1138,8,Female,Telangana,2.85,Below Poverty Line,3.5,2,Illiterate,1,0,0,0,0,20.5,20.9,73.2,65.5,7.7,0,0,58,1,1,51.45,Medium,0
STU1139,8,Female,MP,5.1,Low Income,5.6,2,Primary,0,1,1,0,1,45.2,47.5,57.8,60.7,-2.9,0,0,44,1,1,56.53,Medium,0
STU1140,8,Male,Assam,2.71,Below Poverty Line,2.1,3,Secondary,0,0,1,0,1,76.7,71.9,84.7,25.9,58.8,1,1,45,1,1,56.24,Medium,0
STU1141,9,Male,Rajasthan,2.93,Below Poverty Line,2.2,2,Primary,0,1,0,0,0,50.2,56.8,45.1,64.9,-19.8,0,0,47,1,1,41.56,Medium,0
STU1142,7,Female,Telangana,3.74,Low Income,0.5,5,Primary,0,0,0,0,0,79.9,85.0,63.8,68.0,-4.3,0,0,30,1,1,20.81,Low,0
STU1143,9,Female,Rajasthan,1.32,Below Poverty Line,0.9,5,Primary,0,1,1,1,1,20.7,19.3,50.5,26.5,24.0,1,0,40,1,0,100.0,High,1
STU1144,8,Female,Odisha,3.44,Low Income,0.7,3,Primary,1,1,0,0,1,41.1,32.9,79.9,37.8,42.0,0,0,61,1,1,41.51,Medium,0
STU1145,7,Male,Bihar,3.26,Low Income,2.6,0,Secondary,0,0,0,0,0,83.4,63.2,51.3,93.1,-41.8,0,0,57,1,1,25.19,Low,0
STU1146,10,Male,Jharkhand,5.62,Low Income,3.0,2,Primary,0,1,0,0,0,52.9,55.2,70.4,54.8,15.5,0,0,35,1,1,17.51,Low,0
STU1147,9,Female,MP,7.49,Middle Income,11.9,4,Secondary,0,0,0,0,1,56.2,53.4,35.6,74.6,-39.0,0,0,36,1,0,41.7,Medium,0
STU1148,8,Female,Jharkhand,5.54,Low Income,0.5,3,Primary,1,0,1,1,0,52.4,40.0,47.5,77.2,-29.6,0,0,53,1,1,56.92,Medium,0
STU1149,10,Female,MP,2.64,Below Poverty Line,3.7,2,Primary,0,0,1,0,0,52.9,36.6,53.5,64.7,-11.2,0,0,39,1,0,53.7,Medium,0
STU1150,10,Male,Telangana,1.41,Below Poverty Line,3.0,0,Illiterate,1,1,1,0,0,54.2,55.8,77.7,75.3,2.4,0,0,59,1,1,63.82,Medium,0
STU1151,9,Female,UP,2.0,Below Poverty Line,2.9,4,Primary,1,0,0,0,0,47.3,26.3,15.5,22.1,-6.6,1,0,46,0,1,74.38,High,1
STU1152,9,Male,UP,2.01,Below Poverty Line,8.3,4,Primary,1,0,0,0,0,46.8,44.8,49.0,54.1,-5.1,0,0,37,1,1,50.54,Medium,0
STU1153,9,Female,Jharkhand,1.21,Below Poverty Line,0.9,0,Illiterate,1,1,0,1,1,84.7,88.2,48.4,5.6,42.8,1,1,41,1,1,82.99,High,1
STU1154,9,Male,Odisha,5.33,Low Income,0.5,2,Graduate,0,0,1,0,0,48.3,48.8,17.6,28.3,-10.7,1,1,55,0,1,62.78,Medium,0
STU1155,8,Male,MP,4.8,Low Income,4.5,1,Primary,1,0,0,0,0,55.8,46.9,46.6,48.7,-2.1,0,0,46,1,1,30.18,Low,0
STU1156,9,Female,UP,3.03,Low Income,1.7,2,Graduate,0,1,1,0,1,93.3,75.8,27.3,46.7,-19.4,0,0,64,1,0,56.72,Medium,0
STU1157,6,Female,UP,2.76,Below Poverty Line,0.5,3,Illiterate,1,1,1,0,1,62.4,63.3,13.0,58.7,-45.7,0,0,34,1,1,71.31,High,1
STU1158,10,Male,Odisha,4.35,Low Income,1.2,3,Primary,0,0,0,0,1,67.4,74.4,50.3,57.6,-7.4,0,0,40,1,1,18.94,Low,0
STU1159,10,Female,Bihar,3.34,Low Income,1.5,2,Illiterate,1,1,0,1,0,37.2,26.4,49.7,60.3,-10.6,0,0,45,1,1,71.03,High,1
STU1160,6,Male,UP,2.54,Below Poverty Line,3.8,5,Illiterate,1,0,0,1,1,64.9,64.9,50.6,61.0,-10.4,0,0,59,1,1,55.33,Medium,0
STU1161,9,Male,Rajasthan,2.61,Below Poverty Line,0.8,3,Secondary,0,0,0,0,0,77.6,88.4,59.6,63.7,-4.1,0,0,35,0,1,8.88,Low,0
STU1162,6,Male,Telangana,5.25,Low Income,2.1,1,Illiterate,1,0,1,0,0,99.6,98.0,39.2,41.7,-2.5,0,0,49,1,1,37.82,Low,0
STU1163,7,Male,UP,1.8,Below Poverty Line,2.6,5,Primary,0,0,0,0,1,94.0,85.0,87.2,45.7,41.6,0,0,49,0,1,21.84,Low,0
STU1164,9,Male,Bihar,5.08,Low Income,2.5,1,Illiterate,1,0,1,1,0,77.9,83.3,54.4,57.4,-3.0,0,0,53,0,1,37.28,Low,0
STU1165,6,Male,Telangana,3.84,Low Income,14.6,4,Primary,0,0,0,1,0,67.3,55.0,78.2,57.6,20.5,0,0,56,0,1,53.4,Medium,0
STU1166,9,Male,Assam,6.52,Middle Income,0.5,3,Secondary,1,1,0,0,1,71.8,53.8,24.8,39.6,-14.8,0,0,32,1,0,43.78,Medium,0
STU1167,9,Female,UP,2.51,Below Poverty Line,12.1,5,Primary,0,0,1,0,0,65.3,68.4,40.0,76.4,-36.4,0,0,53,1,1,54.07,Medium,0
STU1168,8,Male,Telangana,1.22,Below Poverty Line,3.5,2,Secondary,0,1,0,1,0,26.2,17.2,67.4,70.3,-3.0,0,0,39,0,0,59.86,Medium,0
STU1169,6,Female,UP,3.7,Low Income,6.4,5,Primary,0,0,0,0,0,79.3,71.1,50.9,43.4,7.5,0,0,54,1,1,31.21,Low,0
STU1170,7,Male,Odisha,1.57,Below Poverty Line,2.3,4,Graduate,1,1,1,0,0,31.5,20.2,35.7,54.5,-18.8,0,0,57,1,0,71.94,High,1
STU1171,8,Female,Bihar,1.5,Below Poverty Line,2.4,1,Secondary,1,0,0,0,0,58.3,48.5,21.9,92.2,-70.3,0,0,47,1,1,35.1,Low,0
STU1172,10,Male,Rajasthan,6.1,Middle Income,8.5,4,Primary,0,0,0,0,0,74.7,83.7,68.2,60.7,7.5,0,0,43,1,1,16.26,Low,0
STU1173,8,Male,Telangana,5.57,Low Income,9.1,0,Primary,0,0,0,0,0,55.4,67.0,66.7,64.7,2.0,0,0,30,1,1,18.81,Low,0
STU1174,7,Male,Telangana,2.98,Below Poverty Line,1.1,3,Graduate,0,1,0,0,0,91.8,100.0,59.4,47.6,11.7,0,0,49,1,1,29.17,Low,0
STU1175,8,Male,Bihar,3.25,Low Income,0.9,2,Primary,0,1,0,0,0,66.0,71.9,46.1,52.7,-6.6,0,0,54,1,0,32.51,Low,0
STU1176,8,Male,Odisha,3.18,Low Income,2.7,1,Secondary,0,0,0,0,1,46.4,46.0,35.0,83.7,-48.7,0,0,41,1,1,37.16,Low,0
STU1177,9,Female,Jharkhand,4.41,Low Income,9.2,4,Primary,0,0,0,1,0,69.1,49.7,54.0,59.9,-5.9,0,0,38,0,1,53.6,Medium,0
STU1178,6,Female,Telangana,2.48,Below Poverty Line,1.6,2,Illiterate,1,0,0,0,0,67.8,60.9,31.3,56.8,-25.5,0,0,38,1,1,38.29,Low,0
STU1179,9,Female,Rajasthan,0.18,Below Poverty Line,4.2,3,Secondary,0,1,0,0,0,82.2,98.8,41.5,58.1,-16.7,0,0,54,1,1,40.07,Medium,0
STU1180,8,Female,Jharkhand,1.08,Below Poverty Line,4.9,2,Primary,0,1,1,0,0,83.3,73.9,77.7,100.0,-22.3,0,0,59,1,1,47.56,Medium,0
STU1181,10,Male,Bihar,2.0,Below Poverty Line,6.0,3,Primary,0,1,0,0,1,69.0,79.2,21.7,58.7,-37.0,0,0,57,1,1,47.73,Medium,0
STU1182,7,Male,Odisha,2.51,Below Poverty Line,3.3,3,Primary,0,1,0,1,1,48.6,44.2,67.2,43.9,23.3,0,0,31,1,1,57.2,Medium,0
STU1183,8,Male,Telangana,4.53,Low Income,2.1,3,Illiterate,1,1,0,1,0,74.5,42.7,81.9,46.9,35.0,0,0,54,1,0,46.63,Medium,0
STU1184,10,Male,Assam,5.64,Low Income,13.6,4,Secondary,0,0,0,0,0,79.9,81.3,69.7,71.3,-1.6,0,0,47,1,0,26.33,Low,0
STU1185,6,Male,Odisha,1.99,Below Poverty Line,3.8,3,Graduate,1,1,0,0,0,50.3,58.0,62.2,33.7,28.5,1,0,53,1,1,42.68,Medium,0
STU1186,10,Female,Assam,3.15,Low Income,5.2,2,Secondary,0,1,1,0,0,56.4,50.9,46.7,65.7,-19.0,0,0,47,1,1,54.34,Medium,0
STU1187,9,Male,MP,4.66,Low Income,1.7,0,Primary,0,1,0,1,0,60.2,67.5,43.4,45.7,-2.3,0,0,56,0,1,45.51,Medium,0
STU1188,6,Male,Bihar,2.01,Below Poverty Line,4.4,2,Primary,1,0,0,0,0,68.9,47.2,14.5,26.4,-11.9,1,1,64,1,1,63.32,Medium,0
STU1189,7,Female,Assam,5.44,Low Income,1.2,4,Secondary,1,0,0,0,0,83.1,64.2,55.7,41.3,14.3,0,0,63,1,0,28.66,Low,0
STU1190,9,Female,UP,1.0,Below Poverty Line,1.1,3,Primary,1,0,0,0,0,51.6,48.6,47.8,58.5,-10.7,0,0,35,1,1,45.33,Medium,0
STU1191,6,Male,UP,2.95,Below Poverty Line,5.0,0,Primary,1,1,0,1,1,29.7,29.5,42.4,81.7,-39.3,0,0,45,0,1,56.73,Medium,0
STU1192,8,Female,MP,2.91,Below Poverty Line,2.9,4,Graduate,1,0,0,0,0,41.8,50.4,54.6,73.5,-18.9,0,0,52,1,0,45.28,Medium,0
STU1193,7,Female,Odisha,4.36,Low Income,4.6,1,Primary,0,0,0,0,0,76.9,78.3,56.1,53.0,3.1,0,0,57,0,0,31.1,Low,0
STU1194,8,Male,Assam,1.34,Below Poverty Line,1.3,1,Primary,1,0,0,0,0,44.5,27.6,43.6,74.5,-31.0,0,0,42,0,0,46.98,Medium,0
STU1195,6,Male,UP,5.34,Low Income,3.7,1,Illiterate,1,0,0,0,0,65.7,62.9,84.0,51.9,32.1,0,0,41,1,1,22.38,Low,0
STU1196,10,Male,Odisha,4.44,Low Income,2.3,0,Illiterate,1,0,0,0,0,69.3,70.3,68.2,33.1,35.1,1,1,40,1,1,31.31,Low,0
STU1197,10,Female,MP,3.29,Low Income,3.6,2,Illiterate,1,0,0,0,0,64.0,40.2,71.1,58.4,12.8,0,0,51,1,1,46.35,Medium,0
STU1198,10,Female,Telangana,2.58,Below Poverty Line,1.4,0,Graduate,0,1,0,1,1,69.1,63.7,53.1,32.4,20.7,1,1,60,1,0,70.01,High,1
STU1199,9,Male,Bihar,3.98,Low Income,5.0,0,Primary,0,1,0,0,1,73.5,65.1,64.2,71.5,-7.3,0,0,56,1,1,42.01,Medium,0
STU1200,6,Male,UP,4.74,Low Income,6.6,0,Primary,0,0,0,0,0,88.3,76.8,38.9,71.7,-32.8,0,0,56,1,1,22.06,Low,0
STU1201,9,Female,UP,4.88,Low Income,1.2,1,Secondary,0,1,0,0,0,64.9,64.9,67.0,43.0,24.0,0,0,55,1,0,26.55,Low,0
STU1202,6,Male,Assam,2.23,Below Poverty Line,1.4,5,Primary,1,1,0,0,0,51.6,35.1,51.3,60.5,-9.2,0,0,36,0,1,47.3,Medium,0
STU1203,6,Male,MP,1.74,Below Poverty Line,4.3,2,Primary,1,0,0,0,0,40.4,39.6,36.6,60.3,-23.7,0,0,40,1,1,37.77,Low,0
STU1204,7,Female,MP,1.84,Below Poverty Line,4.8,5,Illiterate,1,0,0,0,0,61.6,62.2,54.6,72.8,-18.2,0,0,51,1,1,52.89,Medium,0
STU1205,8,Female,Assam,5.0,Low Income,4.9,5,Secondary,1,0,0,0,0,77.5,83.4,49.7,36.8,12.9,0,0,48,1,1,26.78,Low,0
STU1206,9,Female,Bihar,2.88,Below Poverty Line,4.6,0,Illiterate,1,0,0,0,1,32.3,16.1,96.8,68.2,28.6,0,0,49,0,1,54.6,Medium,0
STU1207,9,Female,Odisha,1.43,Below Poverty Line,2.0,2,Illiterate,1,1,0,0,0,77.1,57.1,62.8,35.6,27.2,0,0,48,1,1,52.91,Medium,0
